,Recency,Frequency,Monetary,cluster
0,-1.9879658129228641,-2.094041225991742,-4.517423068646659,3
1,0.5470522466511792,1.1618196188742866,1.3078144313948208,0
2,0.273862650016898,-0.21925125557294398,0.6992101941505342,0
3,0.49207283483408,0.4447154036655679,0.6836750656715775,0
4,-1.6539823807043863,-0.6749464806824718,-0.4696341525065944,0
5,0.4271866868802437,0.6508627037816483,0.5941946847403237,0
6,-0.43227137926983406,-1.689461274884822,-1.3853052055604769,0
7,-0.6573400235342126,0.2653028193831536,0.3445858131888643,0
8,-0.5080873311341821,-0.873990487826739,-0.2491433380067059,0
9,0.477941834729622,0.27861425637912646,1.0105144417480334,0
10,0.4382375411430625,0.9030818348735816,1.5617193819460669,0
11,0.5504095109576794,-0.5914997029754658,0.39948279104767037,0
12,0.530129387565938,1.4245912476199232,1.5659509876022666,0
13,0.3665406128845823,0.8909898159128603,0.9725285693726504,0
14,-1.2700229497070241,-1.0649936963903668,-0.8619130917378972,0
15,0.5436859452831584,1.4843941245326588,1.4323455548053288,0
16,0.12290042727028383,-0.4470988681277077,-0.1215825648191795,0
17,0.530129387565938,0.5637406904428697,0.4808878987475864,0
18,-1.3288846469954398,-0.4470988681277077,-0.498684382668145,0
19,0.5403105580704685,-0.9960796540823859,-0.9430312076813891,0
20,0.3704183840632283,1.0940850434372098,1.1719756099337146,0
21,0.3972312378573165,0.32972953038173386,0.7334686632175031,0
22,0.29048190061898577,0.1803630876856478,0.4728648200954292,0
23,-1.673676964160168,-0.8193473155302295,-0.4096230269825408,0
24,0.4672378018796401,-0.17123583624150326,0.08485983919176765,0
25,0.5470522466511792,-0.6321246003375737,-0.25518665908819793,0
26,-1.7557116270143973,0.4864098648059403,0.6304618812142019,0
27,0.02476537849349966,1.3076617859805024,1.2573688978352533,0
28,0.24851218327340766,-0.003876528472146327,0.17869224626755092,0
29,0.4814895823659803,0.7293438736403256,0.9876534460173331,0
30,0.5403105580704685,0.6171549845138818,0.7018064970307082,0
31,-0.29977418506420084,0.6910749875072086,0.7153069169954525,0
32,0.45644135896998483,-0.24439660109638134,-0.1039838775097162,0
33,-2.339256775192053,-1.0649936963903668,-0.34200222981151285,0
34,0.502567275745205,0.6910749875072086,1.002857129194655,0
35,0.257019564401966,-0.19487973703577444,-0.12430665904241812,0
36,0.4814895823659803,0.6910749875072086,-0.2468943191651652,0
37,0.28634774742232255,0.34200902995818216,0.6107361828347844,0
38,0.31904451712541737,-0.3250097018720608,0.45903264974820757,0
39,0.502567275745205,1.0554426548885685,1.0552870937198664,0
40,0.43088116579494756,0.8724984267872725,0.9032879371726492,0
41,0.39343584737782766,0.5637406904428697,0.6336759794015535,0
42,0.07479525797997308,0.27861425637912646,0.363179761214176,0
43,-1.5241761653803716,-1.5450604400370642,-1.422638299603883,0
44,-1.9379359334363895,-0.9960796540823859,-0.7425836683772246,0
45,0.3781380394590987,-1.422971273781417,-0.3286556214717082,0
46,-0.07618547145485956,0.209700214071146,0.664753698168121,0
47,0.477941834729622,0.7514479647558348,1.1179352723950295,0
48,0.3781380394590987,0.4864098648059403,0.6638298321269978,0
49,0.4418995648523377,0.7869701449716971,1.0181790073018793,0
50,0.26125165034642317,0.7938873230660382,1.9634834689503071,0
51,-1.489435592457183,-0.2972169604883106,0.024442216359181333,0
